
vgs_val           i("/M0/S" ?resultsDir "/tmp_net/analog1/cadence/IC613/simulation/transfer_pmos/spectre/schematic" ?result "dc") (A)

 0.00000e+00       1.94882e-12      
 1.80000e-02       3.17451e-12      
 3.60000e-02       5.17020e-12      
 5.40000e-02       8.41869e-12      
 7.20000e-02       1.37045e-11      
 9.00000e-02       2.23012e-11      
 1.08000e-01       3.62744e-11      
 1.26000e-01       5.89695e-11      
 1.44000e-01       9.57954e-11      
 1.62000e-01       1.55479e-10      
 1.80000e-01       2.52060e-10      
 1.98000e-01       4.08054e-10      
 2.16000e-01       6.59416e-10      
 2.34000e-01       1.06327e-09      
 2.52000e-01       1.70980e-09      
 2.70000e-01       2.74036e-09      
 2.88000e-01       4.37454e-09      
 3.06000e-01       6.95016e-09      
 3.24000e-01       1.09813e-08      
 3.42000e-01       1.72412e-08      
 3.60000e-01       2.68804e-08      
 3.78000e-01       4.15923e-08      
 3.96000e-01       6.38469e-08      
 4.14000e-01       9.72149e-08      
 4.32000e-01       1.46805e-07      
 4.50000e-01       2.19811e-07      
 4.68000e-01       3.26115e-07      
 4.86000e-01       4.78801e-07      
 5.04000e-01       6.94351e-07      
 5.22000e-01       9.92278e-07      
 5.40000e-01       1.39406e-06      
 5.58000e-01       1.92148e-06      
 5.76000e-01       2.59462e-06      
 5.94000e-01       3.43007e-06      
 6.12000e-01       4.43967e-06      
 6.30000e-01       5.62997e-06      
 6.48000e-01       7.00242e-06      
 6.66000e-01       8.55402e-06      
 6.84000e-01       1.02783e-05      
 7.02000e-01       1.21660e-05      
 7.20000e-01       1.42061e-05      
 7.38000e-01       1.63857e-05      
 7.56000e-01       1.86906e-05      
 7.74000e-01       2.11052e-05      
 7.92000e-01       2.36124e-05      
 8.10000e-01       2.61943e-05      
 8.28000e-01       2.88329e-05      
 8.46000e-01       3.15110e-05      
 8.64000e-01       3.42135e-05      
 8.82000e-01       3.69278e-05      
 9.00000e-01       3.96441e-05      
 9.18000e-01       4.23548e-05      
 9.36000e-01       4.50546e-05      
 9.54000e-01       4.77393e-05      
 9.72000e-01       5.04063e-05      
 9.90000e-01       5.30533e-05      
 1.00800e+00       5.56791e-05      
 1.02600e+00       5.82825e-05      
 1.04400e+00       6.08630e-05      
 1.06200e+00       6.34200e-05      
 1.08000e+00       6.59533e-05      
 1.09800e+00       6.84628e-05      
 1.11600e+00       7.09483e-05      
 1.13400e+00       7.34100e-05      
 1.15200e+00       7.58478e-05      
 1.17000e+00       7.82618e-05      
 1.18800e+00       8.06523e-05      
 1.20600e+00       8.30194e-05      
 1.22400e+00       8.53633e-05      
 1.24200e+00       8.76842e-05      
 1.26000e+00       8.99823e-05      
 1.27800e+00       9.22579e-05      
 1.29600e+00       9.45112e-05      
 1.31400e+00       9.67425e-05      
 1.33200e+00       9.89521e-05      
 1.35000e+00       1.01140e-04      
 1.36800e+00       1.03307e-04      
 1.38600e+00       1.05453e-04      
 1.40400e+00       1.07578e-04      
 1.42200e+00       1.09683e-04      
 1.44000e+00       1.11767e-04      
 1.45800e+00       1.13832e-04      
 1.47600e+00       1.15877e-04      
 1.49400e+00       1.17902e-04      
 1.51200e+00       1.19909e-04      
 1.53000e+00       1.21896e-04      
 1.54800e+00       1.23865e-04      
 1.56600e+00       1.25816e-04      
 1.58400e+00       1.27748e-04      
 1.60200e+00       1.29663e-04      
 1.62000e+00       1.31560e-04      
 1.63800e+00       1.33439e-04      
 1.65600e+00       1.35302e-04      
 1.67400e+00       1.37148e-04      
 1.69200e+00       1.38977e-04      
 1.71000e+00       1.40789e-04      
 1.72800e+00       1.42585e-04      
 1.74600e+00       1.44366e-04      
 1.76400e+00       1.46130e-04      
 1.78200e+00       1.47879e-04      
 1.80000e+00       1.49613e-04      
