
vdd_value         i("/M0/D" ?resultsDir "/tmp_net/analog1/cadence/IC613/simulation/transfer/spectre/schematic" ?result "dc") (A)

 0.00000e+00       0.00000e+00      
 1.80000e-02       2.73867e-05      
 3.60000e-02       5.35662e-05      
 5.40000e-02       7.85476e-05      
 7.20000e-02       1.02340e-04      
 9.00000e-02       1.24952e-04      
 1.08000e-01       1.46393e-04      
 1.26000e-01       1.66673e-04      
 1.44000e-01       1.85800e-04      
 1.62000e-01       2.03783e-04      
 1.80000e-01       2.20634e-04      
 1.98000e-01       2.36360e-04      
 2.16000e-01       2.50973e-04      
 2.34000e-01       2.64484e-04      
 2.52000e-01       2.76906e-04      
 2.70000e-01       2.88251e-04      
 2.88000e-01       2.98536e-04      
 3.06000e-01       3.07779e-04      
 3.24000e-01       3.16004e-04      
 3.42000e-01       3.23241e-04      
 3.60000e-01       3.29526e-04      
 3.78000e-01       3.34909e-04      
 3.96000e-01       3.39452e-04      
 4.14000e-01       3.43233e-04      
 4.32000e-01       3.46341e-04      
 4.50000e-01       3.48878e-04      
 4.68000e-01       3.50943e-04      
 4.86000e-01       3.52631e-04      
 5.04000e-01       3.54025e-04      
 5.22000e-01       3.55192e-04      
 5.40000e-01       3.56186e-04      
 5.58000e-01       3.57046e-04      
 5.76000e-01       3.57803e-04      
 5.94000e-01       3.58480e-04      
 6.12000e-01       3.59093e-04      
 6.30000e-01       3.59654e-04      
 6.48000e-01       3.60174e-04      
 6.66000e-01       3.60660e-04      
 6.84000e-01       3.61118e-04      
 7.02000e-01       3.61552e-04      
 7.20000e-01       3.61965e-04      
 7.38000e-01       3.62362e-04      
 7.56000e-01       3.62744e-04      
 7.74000e-01       3.63112e-04      
 7.92000e-01       3.63470e-04      
 8.10000e-01       3.63817e-04      
 8.28000e-01       3.64156e-04      
 8.46000e-01       3.64487e-04      
 8.64000e-01       3.64811e-04      
 8.82000e-01       3.65128e-04      
 9.00000e-01       3.65440e-04      
 9.18000e-01       3.65747e-04      
 9.36000e-01       3.66049e-04      
 9.54000e-01       3.66347e-04      
 9.72000e-01       3.66642e-04      
 9.90000e-01       3.66932e-04      
 1.00800e+00       3.67220e-04      
 1.02600e+00       3.67504e-04      
 1.04400e+00       3.67786e-04      
 1.06200e+00       3.68066e-04      
 1.08000e+00       3.68343e-04      
 1.09800e+00       3.68617e-04      
 1.11600e+00       3.68890e-04      
 1.13400e+00       3.69161e-04      
 1.15200e+00       3.69430e-04      
 1.17000e+00       3.69698e-04      
 1.18800e+00       3.69964e-04      
 1.20600e+00       3.70229e-04      
 1.22400e+00       3.70492e-04      
 1.24200e+00       3.70754e-04      
 1.26000e+00       3.71015e-04      
 1.27800e+00       3.71275e-04      
 1.29600e+00       3.71534e-04      
 1.31400e+00       3.71792e-04      
 1.33200e+00       3.72049e-04      
 1.35000e+00       3.72305e-04      
 1.36800e+00       3.72560e-04      
 1.38600e+00       3.72815e-04      
 1.40400e+00       3.73068e-04      
 1.42200e+00       3.73321e-04      
 1.44000e+00       3.73574e-04      
 1.45800e+00       3.73826e-04      
 1.47600e+00       3.74077e-04      
 1.49400e+00       3.74327e-04      
 1.51200e+00       3.74578e-04      
 1.53000e+00       3.74827e-04      
 1.54800e+00       3.75076e-04      
 1.56600e+00       3.75325e-04      
 1.58400e+00       3.75573e-04      
 1.60200e+00       3.75821e-04      
 1.62000e+00       3.76068e-04      
 1.63800e+00       3.76316e-04      
 1.65600e+00       3.76562e-04      
 1.67400e+00       3.76809e-04      
 1.69200e+00       3.77055e-04      
 1.71000e+00       3.77300e-04      
 1.72800e+00       3.77546e-04      
 1.74600e+00       3.77791e-04      
 1.76400e+00       3.78036e-04      
 1.78200e+00       3.78281e-04      
 1.80000e+00       3.78525e-04      
