
vgs_val           i("/M0/S" ?resultsDir "/tmp_net/analog1/cadence/IC613/simulation/transfer_pmos/spectre/schematic" ?result "dc") (A)

 0.00000e+00       1.63836e-12      
 1.80000e-02       2.77698e-12      
 3.60000e-02       4.70582e-12      
 5.40000e-02       7.97196e-12      
 7.20000e-02       1.34997e-11      
 9.00000e-02       2.28485e-11      
 1.08000e-01       3.86460e-11      
 1.26000e-01       6.53100e-11      
 1.44000e-01       1.10249e-10      
 1.62000e-01       1.85847e-10      
 1.80000e-01       3.12716e-10      
 1.98000e-01       5.24984e-10      
 2.16000e-01       8.78780e-10      
 2.34000e-01       1.46568e-09      
 2.52000e-01       2.43360e-09      
 2.70000e-01       4.01871e-09      
 2.88000e-01       6.59312e-09      
 3.06000e-01       1.07346e-08      
 3.24000e-01       1.73268e-08      
 3.42000e-01       2.77021e-08      
 3.60000e-01       4.38430e-08      
 3.78000e-01       6.86661e-08      
 3.96000e-01       1.06409e-07      
 4.14000e-01       1.63129e-07      
 4.32000e-01       2.47259e-07      
 4.50000e-01       3.70097e-07      
 4.68000e-01       5.46007e-07      
 4.86000e-01       7.92102e-07      
 5.04000e-01       1.12730e-06      
 5.22000e-01       1.57085e-06      
 5.40000e-01       2.14064e-06      
 5.58000e-01       2.85168e-06      
 5.76000e-01       3.71517e-06      
 5.94000e-01       4.73817e-06      
 6.12000e-01       5.92385e-06      
 6.30000e-01       7.27214e-06      
 6.48000e-01       8.78049e-06      
 6.66000e-01       1.04446e-05      
 6.84000e-01       1.22588e-05      
 7.02000e-01       1.42167e-05      
 7.20000e-01       1.63110e-05      
 7.38000e-01       1.85334e-05      
 7.56000e-01       2.08744e-05      
 7.74000e-01       2.33230e-05      
 7.92000e-01       2.58665e-05      
 8.10000e-01       2.84905e-05      
 8.28000e-01       3.11797e-05      
 8.46000e-01       3.39188e-05      
 8.64000e-01       3.66934e-05      
 8.82000e-01       3.94907e-05      
 9.00000e-01       4.23004e-05      
 9.18000e-01       4.51139e-05      
 9.36000e-01       4.79250e-05      
 9.54000e-01       5.07287e-05      
 9.72000e-01       5.35214e-05      
 9.90000e-01       5.63004e-05      
 1.00800e+00       5.90636e-05      
 1.02600e+00       6.18095e-05      
 1.04400e+00       6.45369e-05      
 1.06200e+00       6.72451e-05      
 1.08000e+00       6.99334e-05      
 1.09800e+00       7.26012e-05      
 1.11600e+00       7.52484e-05      
 1.13400e+00       7.78745e-05      
 1.15200e+00       8.04796e-05      
 1.17000e+00       8.30633e-05      
 1.18800e+00       8.56258e-05      
 1.20600e+00       8.81670e-05      
 1.22400e+00       9.06869e-05      
 1.24200e+00       9.31855e-05      
 1.26000e+00       9.56631e-05      
 1.27800e+00       9.81195e-05      
 1.29600e+00       1.00555e-04      
 1.31400e+00       1.02970e-04      
 1.33200e+00       1.05364e-04      
 1.35000e+00       1.07737e-04      
 1.36800e+00       1.10090e-04      
 1.38600e+00       1.12423e-04      
 1.40400e+00       1.14736e-04      
 1.42200e+00       1.17029e-04      
 1.44000e+00       1.19302e-04      
 1.45800e+00       1.21556e-04      
 1.47600e+00       1.23790e-04      
 1.49400e+00       1.26006e-04      
 1.51200e+00       1.28202e-04      
 1.53000e+00       1.30379e-04      
 1.54800e+00       1.32538e-04      
 1.56600e+00       1.34679e-04      
 1.58400e+00       1.36801e-04      
 1.60200e+00       1.38905e-04      
 1.62000e+00       1.40991e-04      
 1.63800e+00       1.43060e-04      
 1.65600e+00       1.45111e-04      
 1.67400e+00       1.47145e-04      
 1.69200e+00       1.49161e-04      
 1.71000e+00       1.51161e-04      
 1.72800e+00       1.53144e-04      
 1.74600e+00       1.55110e-04      
 1.76400e+00       1.57060e-04      
 1.78200e+00       1.58993e-04      
 1.80000e+00       1.60910e-04      
