
vdd_value         i("/M0/D" ?resultsDir "/tmp_net/analog1/cadence/IC613/simulation/transfer/spectre/schematic" ?result "dc") (A)

 0.00000e+00       0.00000e+00      
 1.80000e-02       2.07770e-05      
 3.60000e-02       3.97506e-05      
 5.40000e-02       5.70565e-05      
 7.20000e-02       7.28174e-05      
 9.00000e-02       8.71447e-05      
 1.08000e-01       1.00140e-04      
 1.26000e-01       1.11896e-04      
 1.44000e-01       1.22500e-04      
 1.62000e-01       1.32030e-04      
 1.80000e-01       1.40563e-04      
 1.98000e-01       1.48172e-04      
 2.16000e-01       1.54928e-04      
 2.34000e-01       1.60907e-04      
 2.52000e-01       1.66183e-04      
 2.70000e-01       1.70839e-04      
 2.88000e-01       1.74953e-04      
 3.06000e-01       1.78606e-04      
 3.24000e-01       1.81869e-04      
 3.42000e-01       1.84805e-04      
 3.60000e-01       1.87464e-04      
 3.78000e-01       1.89892e-04      
 3.96000e-01       1.92122e-04      
 4.14000e-01       1.94184e-04      
 4.32000e-01       1.96101e-04      
 4.50000e-01       1.97893e-04      
 4.68000e-01       1.99577e-04      
 4.86000e-01       2.01164e-04      
 5.04000e-01       2.02668e-04      
 5.22000e-01       2.04098e-04      
 5.40000e-01       2.05461e-04      
 5.58000e-01       2.06766e-04      
 5.76000e-01       2.08018e-04      
 5.94000e-01       2.09222e-04      
 6.12000e-01       2.10384e-04      
 6.30000e-01       2.11507e-04      
 6.48000e-01       2.12595e-04      
 6.66000e-01       2.13651e-04      
 6.84000e-01       2.14677e-04      
 7.02000e-01       2.15677e-04      
 7.20000e-01       2.16652e-04      
 7.38000e-01       2.17605e-04      
 7.56000e-01       2.18536e-04      
 7.74000e-01       2.19449e-04      
 7.92000e-01       2.20343e-04      
 8.10000e-01       2.21221e-04      
 8.28000e-01       2.22084e-04      
 8.46000e-01       2.22932e-04      
 8.64000e-01       2.23768e-04      
 8.82000e-01       2.24590e-04      
 9.00000e-01       2.25402e-04      
 9.18000e-01       2.26202e-04      
 9.36000e-01       2.26992e-04      
 9.54000e-01       2.27773e-04      
 9.72000e-01       2.28544e-04      
 9.90000e-01       2.29308e-04      
 1.00800e+00       2.30063e-04      
 1.02600e+00       2.30811e-04      
 1.04400e+00       2.31552e-04      
 1.06200e+00       2.32286e-04      
 1.08000e+00       2.33014e-04      
 1.09800e+00       2.33736e-04      
 1.11600e+00       2.34452e-04      
 1.13400e+00       2.35164e-04      
 1.15200e+00       2.35870e-04      
 1.17000e+00       2.36571e-04      
 1.18800e+00       2.37268e-04      
 1.20600e+00       2.37960e-04      
 1.22400e+00       2.38648e-04      
 1.24200e+00       2.39333e-04      
 1.26000e+00       2.40014e-04      
 1.27800e+00       2.40691e-04      
 1.29600e+00       2.41365e-04      
 1.31400e+00       2.42035e-04      
 1.33200e+00       2.42703e-04      
 1.35000e+00       2.43368e-04      
 1.36800e+00       2.44029e-04      
 1.38600e+00       2.44689e-04      
 1.40400e+00       2.45345e-04      
 1.42200e+00       2.46000e-04      
 1.44000e+00       2.46651e-04      
 1.45800e+00       2.47301e-04      
 1.47600e+00       2.47949e-04      
 1.49400e+00       2.48594e-04      
 1.51200e+00       2.49238e-04      
 1.53000e+00       2.49880e-04      
 1.54800e+00       2.50520e-04      
 1.56600e+00       2.51158e-04      
 1.58400e+00       2.51794e-04      
 1.60200e+00       2.52429e-04      
 1.62000e+00       2.53063e-04      
 1.63800e+00       2.53695e-04      
 1.65600e+00       2.54326e-04      
 1.67400e+00       2.54955e-04      
 1.69200e+00       2.55583e-04      
 1.71000e+00       2.56210e-04      
 1.72800e+00       2.56835e-04      
 1.74600e+00       2.57460e-04      
 1.76400e+00       2.58083e-04      
 1.78200e+00       2.58706e-04      
 1.80000e+00       2.59327e-04      
