
vgs_val           i("/M0/D" ?resultsDir "/tmp_net/analog1/cadence/IC613/simulation/transfer/spectre/schematic" ?result "dc") (A)

 0.00000e+00       4.95248e-11      
 1.80000e-02       9.55142e-11      
 3.60000e-02       1.83914e-10      
 5.40000e-02       3.53341e-10      
 7.20000e-02       6.76790e-10      
 9.00000e-02       1.29098e-09      
 1.08000e-01       2.44896e-09      
 1.26000e-01       4.61166e-09      
 1.44000e-01       8.60176e-09      
 1.62000e-01       1.58507e-08      
 1.80000e-01       2.87750e-08      
 1.98000e-01       5.13178e-08      
 2.16000e-01       8.96941e-08      
 2.34000e-01       1.53398e-07      
 2.52000e-01       2.56583e-07      
 2.70000e-01       4.19988e-07      
 2.88000e-01       6.73518e-07      
 3.06000e-01       1.05927e-06      
 3.24000e-01       1.63421e-06      
 3.42000e-01       2.47101e-06      
 3.60000e-01       3.65576e-06      
 3.78000e-01       5.28165e-06      
 3.96000e-01       7.44024e-06      
 4.14000e-01       1.02124e-05      
 4.32000e-01       1.36623e-05      
 4.50000e-01       1.78348e-05      
 4.68000e-01       2.27572e-05      
 4.86000e-01       2.84425e-05      
 5.04000e-01       3.48939e-05      
 5.22000e-01       4.21085e-05      
 5.40000e-01       5.00800e-05      
 5.58000e-01       5.88010e-05      
 5.76000e-01       6.82639e-05      
 5.94000e-01       7.84616e-05      
 6.12000e-01       8.93876e-05      
 6.30000e-01       1.01036e-04      
 6.48000e-01       1.13401e-04      
 6.66000e-01       1.26479e-04      
 6.84000e-01       1.40264e-04      
 7.02000e-01       1.54751e-04      
 7.20000e-01       1.69935e-04      
 7.38000e-01       1.85812e-04      
 7.56000e-01       2.02376e-04      
 7.74000e-01       2.19620e-04      
 7.92000e-01       2.37538e-04      
 8.10000e-01       2.56121e-04      
 8.28000e-01       2.75363e-04      
 8.46000e-01       2.95252e-04      
 8.64000e-01       3.15778e-04      
 8.82000e-01       3.36929e-04      
 9.00000e-01       3.58690e-04      
 9.18000e-01       3.81046e-04      
 9.36000e-01       4.03978e-04      
 9.54000e-01       4.27463e-04      
 9.72000e-01       4.51477e-04      
 9.90000e-01       4.75992e-04      
 1.00800e+00       5.00974e-04      
 1.02600e+00       5.26385e-04      
 1.04400e+00       5.52184e-04      
 1.06200e+00       5.78325e-04      
 1.08000e+00       6.04758e-04      
 1.09800e+00       6.31433e-04      
 1.11600e+00       6.58298e-04      
 1.13400e+00       6.85303e-04      
 1.15200e+00       7.12402e-04      
 1.17000e+00       7.39552e-04      
 1.18800e+00       7.66714e-04      
 1.20600e+00       7.93855e-04      
 1.22400e+00       8.20948e-04      
 1.24200e+00       8.47966e-04      
 1.26000e+00       8.74890e-04      
 1.27800e+00       9.01702e-04      
 1.29600e+00       9.28387e-04      
 1.31400e+00       9.54931e-04      
 1.33200e+00       9.81324e-04      
 1.35000e+00       1.00756e-03      
 1.36800e+00       1.03362e-03      
 1.38600e+00       1.05950e-03      
 1.40400e+00       1.08520e-03      
 1.42200e+00       1.11071e-03      
 1.44000e+00       1.13602e-03      
 1.45800e+00       1.16113e-03      
 1.47600e+00       1.18603e-03      
 1.49400e+00       1.21072e-03      
 1.51200e+00       1.23519e-03      
 1.53000e+00       1.25944e-03      
 1.54800e+00       1.28347e-03      
 1.56600e+00       1.30727e-03      
 1.58400e+00       1.33084e-03      
 1.60200e+00       1.35418e-03      
 1.62000e+00       1.37728e-03      
 1.63800e+00       1.40014e-03      
 1.65600e+00       1.42276e-03      
 1.67400e+00       1.44514e-03      
 1.69200e+00       1.46726e-03      
 1.71000e+00       1.48914e-03      
 1.72800e+00       1.51078e-03      
 1.74600e+00       1.53215e-03      
 1.76400e+00       1.55328e-03      
 1.78200e+00       1.57415e-03      
 1.80000e+00       1.59477e-03      
