
vgs_val           i("/M0/D" ?resultsDir "/tmp_net/analog1/cadence/IC613/simulation/transfer/spectre/schematic" ?result "dc") (A)

 0.00000e+00       4.55902e-11      
 1.80000e-02       8.79358e-11      
 3.60000e-02       1.69349e-10      
 5.40000e-02       3.25431e-10      
 7.20000e-02       6.23519e-10      
 9.00000e-02       1.18986e-09      
 1.08000e-01       2.25837e-09      
 1.26000e-01       4.25585e-09      
 1.44000e-01       7.94553e-09      
 1.62000e-01       1.46588e-08      
 1.80000e-01       2.66498e-08      
 1.98000e-01       4.76086e-08      
 2.16000e-01       8.33712e-08      
 2.34000e-01       1.42880e-07      
 2.52000e-01       2.39503e-07      
 2.70000e-01       3.92879e-07      
 2.88000e-01       6.31414e-07      
 3.06000e-01       9.95270e-07      
 3.24000e-01       1.53910e-06      
 3.42000e-01       2.33320e-06      
 3.60000e-01       3.46148e-06      
 3.78000e-01       5.01570e-06      
 3.96000e-01       7.08678e-06      
 4.14000e-01       9.75577e-06      
 4.32000e-01       1.30872e-05      
 4.50000e-01       1.71263e-05      
 4.68000e-01       2.19001e-05      
 4.86000e-01       2.74204e-05      
 5.04000e-01       3.36881e-05      
 5.22000e-01       4.06964e-05      
 5.40000e-01       4.84339e-05      
 5.58000e-01       5.68857e-05      
 5.76000e-01       6.60340e-05      
 5.94000e-01       7.58580e-05      
 6.12000e-01       8.63330e-05      
 6.30000e-01       9.74288e-05      
 6.48000e-01       1.09108e-04      
 6.66000e-01       1.21328e-04      
 6.84000e-01       1.34033e-04      
 7.02000e-01       1.47167e-04      
 7.20000e-01       1.60665e-04      
 7.38000e-01       1.74465e-04      
 7.56000e-01       1.88508e-04      
 7.74000e-01       2.02741e-04      
 7.92000e-01       2.17120e-04      
 8.10000e-01       2.31607e-04      
 8.28000e-01       2.46174e-04      
 8.46000e-01       2.60796e-04      
 8.64000e-01       2.75453e-04      
 8.82000e-01       2.90129e-04      
 9.00000e-01       3.04813e-04      
 9.18000e-01       3.19491e-04      
 9.36000e-01       3.34155e-04      
 9.54000e-01       3.48796e-04      
 9.72000e-01       3.63408e-04      
 9.90000e-01       3.77982e-04      
 1.00800e+00       3.92514e-04      
 1.02600e+00       4.06998e-04      
 1.04400e+00       4.21428e-04      
 1.06200e+00       4.35800e-04      
 1.08000e+00       4.50109e-04      
 1.09800e+00       4.64352e-04      
 1.11600e+00       4.78523e-04      
 1.13400e+00       4.92620e-04      
 1.15200e+00       5.06639e-04      
 1.17000e+00       5.20576e-04      
 1.18800e+00       5.34428e-04      
 1.20600e+00       5.48191e-04      
 1.22400e+00       5.61864e-04      
 1.24200e+00       5.75442e-04      
 1.26000e+00       5.88923e-04      
 1.27800e+00       6.02304e-04      
 1.29600e+00       6.15583e-04      
 1.31400e+00       6.28758e-04      
 1.33200e+00       6.41825e-04      
 1.35000e+00       6.54783e-04      
 1.36800e+00       6.67630e-04      
 1.38600e+00       6.80363e-04      
 1.40400e+00       6.92980e-04      
 1.42200e+00       7.05480e-04      
 1.44000e+00       7.17860e-04      
 1.45800e+00       7.30120e-04      
 1.47600e+00       7.42257e-04      
 1.49400e+00       7.54269e-04      
 1.51200e+00       7.66157e-04      
 1.53000e+00       7.77917e-04      
 1.54800e+00       7.89548e-04      
 1.56600e+00       8.01050e-04      
 1.58400e+00       8.12422e-04      
 1.60200e+00       8.23662e-04      
 1.62000e+00       8.34769e-04      
 1.63800e+00       8.45742e-04      
 1.65600e+00       8.56581e-04      
 1.67400e+00       8.67284e-04      
 1.69200e+00       8.77851e-04      
 1.71000e+00       8.88282e-04      
 1.72800e+00       8.98576e-04      
 1.74600e+00       9.08731e-04      
 1.76400e+00       9.18749e-04      
 1.78200e+00       9.28628e-04      
 1.80000e+00       9.38369e-04      
