
vdd_value         i("/M0/D" ?resultsDir "/tmp_net/analog1/cadence/IC613/simulation/transfer/spectre/schematic" ?result "dc") (A)

 0.00000e+00       0.00000e+00      
 1.80000e-02       2.56829e-07      
 3.60000e-02       4.47246e-07      
 5.40000e-02       5.78271e-07      
 7.20000e-02       6.61193e-07      
 9.00000e-02       7.11019e-07      
 1.08000e-01       7.41834e-07      
 1.26000e-01       7.62882e-07      
 1.44000e-01       7.78943e-07      
 1.62000e-01       7.92286e-07      
 1.80000e-01       8.04009e-07      
 1.98000e-01       8.14681e-07      
 2.16000e-01       8.24621e-07      
 2.34000e-01       8.34022e-07      
 2.52000e-01       8.43010e-07      
 2.70000e-01       8.51669e-07      
 2.88000e-01       8.60063e-07      
 3.06000e-01       8.68239e-07      
 3.24000e-01       8.76231e-07      
 3.42000e-01       8.84069e-07      
 3.60000e-01       8.91776e-07      
 3.78000e-01       8.99371e-07      
 3.96000e-01       9.06870e-07      
 4.14000e-01       9.14287e-07      
 4.32000e-01       9.21632e-07      
 4.50000e-01       9.28917e-07      
 4.68000e-01       9.36149e-07      
 4.86000e-01       9.43337e-07      
 5.04000e-01       9.50486e-07      
 5.22000e-01       9.57604e-07      
 5.40000e-01       9.64694e-07      
 5.58000e-01       9.71761e-07      
 5.76000e-01       9.78811e-07      
 5.94000e-01       9.85846e-07      
 6.12000e-01       9.92870e-07      
 6.30000e-01       9.99886e-07      
 6.48000e-01       1.00690e-06      
 6.66000e-01       1.01391e-06      
 6.84000e-01       1.02091e-06      
 7.02000e-01       1.02792e-06      
 7.20000e-01       1.03494e-06      
 7.38000e-01       1.04196e-06      
 7.56000e-01       1.04898e-06      
 7.74000e-01       1.05602e-06      
 7.92000e-01       1.06307e-06      
 8.10000e-01       1.07012e-06      
 8.28000e-01       1.07719e-06      
 8.46000e-01       1.08428e-06      
 8.64000e-01       1.09138e-06      
 8.82000e-01       1.09849e-06      
 9.00000e-01       1.10562e-06      
 9.18000e-01       1.11277e-06      
 9.36000e-01       1.11994e-06      
 9.54000e-01       1.12713e-06      
 9.72000e-01       1.13434e-06      
 9.90000e-01       1.14157e-06      
 1.00800e+00       1.14882e-06      
 1.02600e+00       1.15609e-06      
 1.04400e+00       1.16338e-06      
 1.06200e+00       1.17070e-06      
 1.08000e+00       1.17804e-06      
 1.09800e+00       1.18541e-06      
 1.11600e+00       1.19280e-06      
 1.13400e+00       1.20022e-06      
 1.15200e+00       1.20766e-06      
 1.17000e+00       1.21513e-06      
 1.18800e+00       1.22262e-06      
 1.20600e+00       1.23014e-06      
 1.22400e+00       1.23769e-06      
 1.24200e+00       1.24527e-06      
 1.26000e+00       1.25287e-06      
 1.27800e+00       1.26051e-06      
 1.29600e+00       1.26817e-06      
 1.31400e+00       1.27586e-06      
 1.33200e+00       1.28358e-06      
 1.35000e+00       1.29132e-06      
 1.36800e+00       1.29910e-06      
 1.38600e+00       1.30691e-06      
 1.40400e+00       1.31475e-06      
 1.42200e+00       1.32262e-06      
 1.44000e+00       1.33052e-06      
 1.45800e+00       1.33845e-06      
 1.47600e+00       1.34641e-06      
 1.49400e+00       1.35440e-06      
 1.51200e+00       1.36243e-06      
 1.53000e+00       1.37048e-06      
 1.54800e+00       1.37857e-06      
 1.56600e+00       1.38669e-06      
 1.58400e+00       1.39485e-06      
 1.60200e+00       1.40303e-06      
 1.62000e+00       1.41125e-06      
 1.63800e+00       1.41950e-06      
 1.65600e+00       1.42779e-06      
 1.67400e+00       1.43611e-06      
 1.69200e+00       1.44446e-06      
 1.71000e+00       1.45284e-06      
 1.72800e+00       1.46126e-06      
 1.74600e+00       1.46972e-06      
 1.76400e+00       1.47820e-06      
 1.78200e+00       1.48672e-06      
 1.80000e+00       1.49528e-06      
