
vgs_val           i("/M0/S" ?resultsDir "/tmp_net/analog1/cadence/IC613/simulation/transfer_pmos/spectre/schematic" ?result "dc") (A)

 0.00000e+00       2.52746e-13      
 1.80000e-02       4.28384e-13      
 3.60000e-02       7.25896e-13      
 5.40000e-02       1.22964e-12      
 7.20000e-02       2.08209e-12      
 9.00000e-02       3.52361e-12      
 1.08000e-01       5.95901e-12      
 1.26000e-01       1.00686e-11      
 1.44000e-01       1.69928e-11      
 1.62000e-01       2.86363e-11      
 1.80000e-01       4.81666e-11      
 1.98000e-01       8.08221e-11      
 2.16000e-01       1.35206e-10      
 2.34000e-01       2.25330e-10      
 2.52000e-01       3.73776e-10      
 2.70000e-01       6.16503e-10      
 2.88000e-01       1.00999e-09      
 3.06000e-01       1.64160e-09      
 3.24000e-01       2.64443e-09      
 3.42000e-01       4.21822e-09      
 3.60000e-01       6.65884e-09      
 3.78000e-01       1.03994e-08      
 3.96000e-01       1.60659e-08      
 4.14000e-01       2.45489e-08      
 4.32000e-01       3.70819e-08      
 4.50000e-01       5.53105e-08      
 4.68000e-01       8.13192e-08      
 4.86000e-01       1.17587e-07      
 5.04000e-01       1.66855e-07      
 5.22000e-01       2.31916e-07      
 5.40000e-01       3.15378e-07      
 5.58000e-01       4.19449e-07      
 5.76000e-01       5.45793e-07      
 5.94000e-01       6.95486e-07      
 6.12000e-01       8.69040e-07      
 6.30000e-01       1.06649e-06      
 6.48000e-01       1.28751e-06      
 6.66000e-01       1.53150e-06      
 6.84000e-01       1.79765e-06      
 7.02000e-01       2.08502e-06      
 7.20000e-01       2.39251e-06      
 7.38000e-01       2.71887e-06      
 7.56000e-01       3.06264e-06      
 7.74000e-01       3.42209e-06      
 7.92000e-01       3.79525e-06      
 8.10000e-01       4.17992e-06      
 8.28000e-01       4.57376e-06      
 8.46000e-01       4.97450e-06      
 8.64000e-01       5.38004e-06      
 8.82000e-01       5.78860e-06      
 9.00000e-01       6.19870e-06      
 9.18000e-01       6.60922e-06      
 9.36000e-01       7.01929e-06      
 9.54000e-01       7.42826e-06      
 9.72000e-01       7.83566e-06      
 9.90000e-01       8.24113e-06      
 1.00800e+00       8.64440e-06      
 1.02600e+00       9.04529e-06      
 1.04400e+00       9.44365e-06      
 1.06200e+00       9.83937e-06      
 1.08000e+00       1.02324e-05      
 1.09800e+00       1.06226e-05      
 1.11600e+00       1.10100e-05      
 1.13400e+00       1.13946e-05      
 1.15200e+00       1.17764e-05      
 1.17000e+00       1.21553e-05      
 1.18800e+00       1.25313e-05      
 1.20600e+00       1.29045e-05      
 1.22400e+00       1.32748e-05      
 1.24200e+00       1.36423e-05      
 1.26000e+00       1.40070e-05      
 1.27800e+00       1.43689e-05      
 1.29600e+00       1.47281e-05      
 1.31400e+00       1.50844e-05      
 1.33200e+00       1.54381e-05      
 1.35000e+00       1.57891e-05      
 1.36800e+00       1.61373e-05      
 1.38600e+00       1.64830e-05      
 1.40400e+00       1.68260e-05      
 1.42200e+00       1.71664e-05      
 1.44000e+00       1.75042e-05      
 1.45800e+00       1.78395e-05      
 1.47600e+00       1.81723e-05      
 1.49400e+00       1.85026e-05      
 1.51200e+00       1.88305e-05      
 1.53000e+00       1.91559e-05      
 1.54800e+00       1.94789e-05      
 1.56600e+00       1.97995e-05      
 1.58400e+00       2.01178e-05      
 1.60200e+00       2.04338e-05      
 1.62000e+00       2.07475e-05      
 1.63800e+00       2.10590e-05      
 1.65600e+00       2.13682e-05      
 1.67400e+00       2.16752e-05      
 1.69200e+00       2.19800e-05      
 1.71000e+00       2.22827e-05      
 1.72800e+00       2.25832e-05      
 1.74600e+00       2.28816e-05      
 1.76400e+00       2.31780e-05      
 1.78200e+00       2.34723e-05      
 1.80000e+00       2.37645e-05      
