
vgs_val           i("/M0/D" ?resultsDir "/tmp_net/analog1/cadence/IC613/simulation/transfer/spectre/schematic" ?result "dc") (A)

 0.00000e+00       5.96868e-12      
 1.80000e-02       1.15157e-11      
 3.60000e-02       2.21856e-11      
 5.40000e-02       4.26557e-11      
 7.20000e-02       8.17864e-11      
 9.00000e-02       1.56225e-10      
 1.08000e-01       2.96904e-10      
 1.26000e-01       5.60467e-10      
 1.44000e-01       1.04869e-09      
 1.62000e-01       1.94014e-09      
 1.80000e-01       3.53915e-09      
 1.98000e-01       6.34755e-09      
 2.16000e-01       1.11645e-08      
 2.34000e-01       1.92214e-08      
 2.52000e-01       3.23658e-08      
 2.70000e-01       5.33172e-08      
 2.88000e-01       8.60180e-08      
 3.06000e-01       1.36068e-07      
 3.24000e-01       2.11156e-07      
 3.42000e-01       3.21302e-07      
 3.60000e-01       4.78680e-07      
 3.78000e-01       6.96880e-07      
 3.96000e-01       9.89691e-07      
 4.14000e-01       1.36974e-06      
 4.32000e-01       1.84739e-06      
 4.50000e-01       2.43022e-06      
 4.68000e-01       3.12310e-06      
 4.86000e-01       3.92856e-06      
 5.04000e-01       4.84750e-06      
 5.22000e-01       5.87974e-06      
 5.40000e-01       7.02448e-06      
 5.58000e-01       8.28066e-06      
 5.76000e-01       9.64715e-06      
 5.94000e-01       1.11229e-05      
 6.12000e-01       1.27068e-05      
 6.30000e-01       1.43981e-05      
 6.48000e-01       1.61960e-05      
 6.66000e-01       1.80996e-05      
 6.84000e-01       2.01083e-05      
 7.02000e-01       2.22214e-05      
 7.20000e-01       2.44382e-05      
 7.38000e-01       2.67578e-05      
 7.56000e-01       2.91796e-05      
 7.74000e-01       3.17026e-05      
 7.92000e-01       3.43259e-05      
 8.10000e-01       3.70484e-05      
 8.28000e-01       3.98690e-05      
 8.46000e-01       4.27862e-05      
 8.64000e-01       4.57987e-05      
 8.82000e-01       4.89047e-05      
 9.00000e-01       5.21024e-05      
 9.18000e-01       5.53894e-05      
 9.36000e-01       5.87633e-05      
 9.54000e-01       6.22211e-05      
 9.72000e-01       6.57596e-05      
 9.90000e-01       6.93749e-05      
 1.00800e+00       7.30624e-05      
 1.02600e+00       7.68172e-05      
 1.04400e+00       8.06335e-05      
 1.06200e+00       8.45049e-05      
 1.08000e+00       8.84245e-05      
 1.09800e+00       9.23849e-05      
 1.11600e+00       9.63786e-05      
 1.13400e+00       1.00398e-04      
 1.15200e+00       1.04436e-04      
 1.17000e+00       1.08486e-04      
 1.18800e+00       1.12541e-04      
 1.20600e+00       1.16596e-04      
 1.22400e+00       1.20647e-04      
 1.24200e+00       1.24689e-04      
 1.26000e+00       1.28719e-04      
 1.27800e+00       1.32734e-04      
 1.29600e+00       1.36731e-04      
 1.31400e+00       1.40709e-04      
 1.33200e+00       1.44664e-04      
 1.35000e+00       1.48597e-04      
 1.36800e+00       1.52504e-04      
 1.38600e+00       1.56386e-04      
 1.40400e+00       1.60240e-04      
 1.42200e+00       1.64067e-04      
 1.44000e+00       1.67864e-04      
 1.45800e+00       1.71631e-04      
 1.47600e+00       1.75368e-04      
 1.49400e+00       1.79073e-04      
 1.51200e+00       1.82747e-04      
 1.53000e+00       1.86387e-04      
 1.54800e+00       1.89994e-04      
 1.56600e+00       1.93568e-04      
 1.58400e+00       1.97107e-04      
 1.60200e+00       2.00611e-04      
 1.62000e+00       2.04080e-04      
 1.63800e+00       2.07514e-04      
 1.65600e+00       2.10911e-04      
 1.67400e+00       2.14272e-04      
 1.69200e+00       2.17597e-04      
 1.71000e+00       2.20884e-04      
 1.72800e+00       2.24134e-04      
 1.74600e+00       2.27347e-04      
 1.76400e+00       2.30522e-04      
 1.78200e+00       2.33659e-04      
 1.80000e+00       2.36757e-04      
