
vgs_val           i("/M0/S" ?resultsDir "/tmp_net/analog1/cadence/IC613/simulation/transfer_pmos/spectre/schematic" ?result "dc") (A)

 0.00000e+00       2.67948e-13      
 1.80000e-02       4.36691e-13      
 3.60000e-02       7.11577e-13      
 5.40000e-02       1.15923e-12      
 7.20000e-02       1.88796e-12      
 9.00000e-02       3.07366e-12      
 1.08000e-01       5.00169e-12      
 1.26000e-01       8.13431e-12      
 1.44000e-01       1.32190e-11      
 1.62000e-01       2.14617e-11      
 1.80000e-01       3.48027e-11      
 1.98000e-01       5.63521e-11      
 2.16000e-01       9.10738e-11      
 2.34000e-01       1.46848e-10      
 2.52000e-01       2.36099e-10      
 2.70000e-01       3.78267e-10      
 2.88000e-01       6.03482e-10      
 3.06000e-01       9.57944e-10      
 3.24000e-01       1.51166e-09      
 3.42000e-01       2.36938e-09      
 3.60000e-01       3.68586e-09      
 3.78000e-01       5.68698e-09      
 3.96000e-01       8.69898e-09      
 4.14000e-01       1.31885e-08      
 4.32000e-01       1.98165e-08      
 4.50000e-01       2.95065e-08      
 4.68000e-01       4.35226e-08      
 4.86000e-01       6.35442e-08      
 5.04000e-01       9.17108e-08      
 5.22000e-01       1.30610e-07      
 5.40000e-01       1.83186e-07      
 5.58000e-01       2.52561e-07      
 5.76000e-01       3.41806e-07      
 5.94000e-01       4.53693e-07      
 6.12000e-01       5.90493e-07      
 6.30000e-01       7.53852e-07      
 6.48000e-01       9.44757e-07      
 6.66000e-01       1.16359e-06      
 6.84000e-01       1.41020e-06      
 7.02000e-01       1.68409e-06      
 7.20000e-01       1.98448e-06      
 7.38000e-01       2.31045e-06      
 7.56000e-01       2.66099e-06      
 7.74000e-01       3.03512e-06      
 7.92000e-01       3.43187e-06      
 8.10000e-01       3.85033e-06      
 8.28000e-01       4.28966e-06      
 8.46000e-01       4.74907e-06      
 8.64000e-01       5.22784e-06      
 8.82000e-01       5.72529e-06      
 9.00000e-01       6.24080e-06      
 9.18000e-01       6.77376e-06      
 9.36000e-01       7.32360e-06      
 9.54000e-01       7.88975e-06      
 9.72000e-01       8.47164e-06      
 9.90000e-01       9.06868e-06      
 1.00800e+00       9.68028e-06      
 1.02600e+00       1.03058e-05      
 1.04400e+00       1.09445e-05      
 1.06200e+00       1.15955e-05      
 1.08000e+00       1.22582e-05      
 1.09800e+00       1.29314e-05      
 1.11600e+00       1.36140e-05      
 1.13400e+00       1.43050e-05      
 1.15200e+00       1.50029e-05      
 1.17000e+00       1.57066e-05      
 1.18800e+00       1.64148e-05      
 1.20600e+00       1.71261e-05      
 1.22400e+00       1.78394e-05      
 1.24200e+00       1.85538e-05      
 1.26000e+00       1.92684e-05      
 1.27800e+00       1.99824e-05      
 1.29600e+00       2.06953e-05      
 1.31400e+00       2.14065e-05      
 1.33200e+00       2.21157e-05      
 1.35000e+00       2.28227e-05      
 1.36800e+00       2.35271e-05      
 1.38600e+00       2.42288e-05      
 1.40400e+00       2.49278e-05      
 1.42200e+00       2.56238e-05      
 1.44000e+00       2.63167e-05      
 1.45800e+00       2.70067e-05      
 1.47600e+00       2.76935e-05      
 1.49400e+00       2.83772e-05      
 1.51200e+00       2.90578e-05      
 1.53000e+00       2.97352e-05      
 1.54800e+00       3.04095e-05      
 1.56600e+00       3.10806e-05      
 1.58400e+00       3.17487e-05      
 1.60200e+00       3.24135e-05      
 1.62000e+00       3.30753e-05      
 1.63800e+00       3.37340e-05      
 1.65600e+00       3.43897e-05      
 1.67400e+00       3.50423e-05      
 1.69200e+00       3.56918e-05      
 1.71000e+00       3.63384e-05      
 1.72800e+00       3.69820e-05      
 1.74600e+00       3.76226e-05      
 1.76400e+00       3.82603e-05      
 1.78200e+00       3.88951e-05      
 1.80000e+00       3.95270e-05      
